"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"FLML","Flamel Technologies S.A.","10.77","444168305.58","n/a","France","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLY","Fly Leasing Limited","13.78","447217208.62","n/a","Ireland","2007","n/a","n/a","http://www.nasdaq.com/symbol/fly",
"FWP","Forward Pharma A/S","20.7","970244893.8","n/a","Denmark","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fwp",
"FMS","Fresenius Medical Care Corporation","38.94","23920166235.24","n/a","Germany","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms",
"GLPG","Galapagos NV","59.21","2730143968.68","n/a","Belgium","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glpg",
"GRMN","Garmin Ltd.","52.17","9831249627.06","n/a","Switzerland","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/grmn",
"GSK","GlaxoSmithKline PLC","38.43","93623166000","n/a","United Kingdom","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gsk",
"GBLI","Global Indemnity Limited","36.53","528163014.08","n/a","Ireland","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/gbli",
"GBLIZ","Global Indemnity Limited","24.74","0","n/a","Ireland","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/gbliz",
"GSL","Global Ship Lease, Inc.","2.01","110495804.37","n/a","United Kingdom","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gsl",
"GSL^B","Global Ship Lease, Inc.","20.4499","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gsl^b",
"GLBS","Globus Maritime Limited","4.57","11789631.16","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
"GRFS","Grifols, S.A.","15.42","10529148747.66","n/a","Spain","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/grfs",
"GWPH","GW Pharmaceuticals Plc","121.65","2647713953.1","n/a","United Kingdom","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gwph",
"HZNP","Horizon Pharma plc","21.46","3460584211.74","n/a","Ireland","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HSBC","HSBC Holdings plc","39.47","156403822000","n/a","United Kingdom","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.35","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a",
"HSEA","HSBC Holdings plc","26.05","0","n/a","United Kingdom","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","25.83","0","n/a","United Kingdom","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"ICLR","ICON plc","76.38","4264120718.94","n/a","Ireland","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ING","ING Group, N.V.","13.62","52711896886.5","n/a","Netherlands","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing",
"INZ","ING Group, N.V.","25.69","0","n/a","Netherlands","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/inz",
"ISF","ING Group, N.V.","25.21","0","n/a","Netherlands","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.15","0","n/a","Netherlands","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
"ISP","ING Group, N.V.","25.1501","0","n/a","Netherlands","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isp",
"IR","Ingersoll-Rand plc (Ireland)","75.11","19403229843.06","n/a","Ireland","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir",
"INNL","Innocoll Holdings","2.93","919748342.12","n/a","Ireland","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"I","Intelsat S.A.","3.37","396986000","n/a","Luxembourg","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i",
"IHG","Intercontinental Hotels Group","40.75","8018148485","n/a","United Kingdom","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg",
"INXN","InterXion Holding N.V.","34.43","2426591970","n/a","Netherlands","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn",
"DTYS","iPath US Treasury 10-year Bear ETN","18.8973","58349552.2587","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","iPath US Treasury 10-year Bull ETN","81.8","5627267.4","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","31.44","7811142.24","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","63.765","3757862.745","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear Exchange Traded Note","29.94","2128734","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","69.64","4902656","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","59.52","3292170.24","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","19.3712","21241450.6176","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"STPP","iPath US Treasury Steepener ETN","34.68","5650065.6","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"JHX","James Hardie Industries plc.","14.65","6528064905","n/a","Ireland","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/jhx",
"JAZZ","Jazz Pharmaceuticals plc","110.6","6624092251","n/a","Ireland","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JCI","Johnson Controls International plc","44.85","41970630000","n/a","Switzerland","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/jci",
"KNOP","KNOT Offshore Partners LP","21.9","595550658.6","n/a","United Kingdom","2013","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/knop",
"PHG","Koninklijke Philips N.V.","28.97","26776130870","n/a","Netherlands","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"LBTYA","Liberty Global plc","33.02","29927165718.32","n/a","United Kingdom","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","32.03","29029894547.48","n/a","United Kingdom","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","31.97","28975514476.52","n/a","United Kingdom","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Global plc","21.85","3805109765","n/a","United Kingdom","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lila",
"LILAK","Liberty Global plc","21.38","3723260722","n/a","United Kingdom","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lilak",
"LIQT","LiqTech International, Inc.","0.6202","24517768.107","n/a","Denmark","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/liqt",
"LIVN","LivaNova PLC","43.34","2113894154.46","n/a","United Kingdom","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/livn",
"LYG","Lloyds Banking Group Plc","2.99","53412355664.98","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/lyg",
"EVAR","Lombard Medical, Inc.","0.76","15113333.4","n/a","United Kingdom","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/evar",
"LXFR","Luxfer Holdings PLC","10.56","276672000","n/a","United Kingdom","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LUX","Luxottica Group, S.p.A.","52.97","25452480579.96","n/a","Italy","1990","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/lux",
"LYB","LyondellBasell Industries NV","85.16","34704728766.68","n/a","Netherlands","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"MX","MagnaChip Semiconductor Corporation","6.4","223989625.6","n/a","Luxembourg","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/mx",
"MNK","Mallinckrodt plc","56.86","6124579375.2","n/a","Ireland","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnk",
"MAMS","MAM Software Group, Inc.","6.697","81839108.008","n/a","United Kingdom","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"MANU","Manchester United Ltd.","15.1","2476749670.7","n/a","United Kingdom","2012","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/manu",
"MHG","Marine Harvest ASA","17.7","7966516040.4","n/a","Norway","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhg",
"MTLS","Materialise NV","7.99","378130249.62","n/a","Belgium","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtls",
"MRUS","Merus N.V.","15.51","238964245.08","n/a","Netherlands","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrus",
"MTD","Mettler-Toledo International, Inc.","417.12","10943376787.2","n/a","Switzerland","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"MTP","Midatech Pharma PLC","2.81","47127088.86","n/a","United Kingdom","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtp",
"MIME","Mimecast Limited","23","1261121924","n/a","United Kingdom","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mime",
"MYL","Mylan N.V.","36.68","19627660680.04","n/a","United Kingdom","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myl",
"NBRV","Nabriva Therapeutics AG","4.09","87005997.4","n/a","Austria","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nbrv",
"NGG","National Grid Transco, PLC","59.05","46342889783.85","n/a","United Kingdom","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NW^C","Natl Westminster Pfd","25.71","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c",
"NTZ","Natuzzi, S.p.A.","1.59","87216341.55","n/a","Italy","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz",
"NNA","Navios Maritime Acquisition Corporation","1.67","251807593.3","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NMM","Navios Maritime Partners LP","1.95","162005434.5","n/a","Greece","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NEON","Neonode Inc.","1.54","75220534.62","n/a","Sweden","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/neon",
"NVET","Nexvet Biopharma plc","3.98","46671095.88","n/a","Ireland","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvet",
"NLSN","Nielsen N.V.","42.59","15222939781.72","n/a","Netherlands","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/nlsn",
"NE","Noble Corporation","5.7","1386430214.7","n/a","Switzerland","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ne",
"NOK","Nokia Corporation","4.17","24186000000","n/a","Finland","1994","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/nok",
"NVS","Novartis AG","70.13","166593815000","n/a","Switzerland","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","32.25","83850000000","n/a","Denmark","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvo",
"NVCR","NovoCure Limited","9.7","841770006.1","n/a","Jersey","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nvcr",
"NXPI","NXP Semiconductors N.V.","98.57","32869517500.42","n/a","Netherlands","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/nxpi",
"OASM","Oasmia Pharmaceutical AB","3.0546","109160202.7818","n/a","Sweden","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/oasm",
"OMAA","OM Asset Management plc","21.97","0","n/a","United Kingdom","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/omaa",
"OMAM","OM Asset Management plc","14.81","1779536499.65","n/a","United Kingdom","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/omam",
"OHGI","One Horizon Group, Inc.","0.3","10742804.4","n/a","Ireland","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ohgi",
"ORAN","Orange","14.56","38730424081.44","n/a","France","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran",
